text,aspect,y
Aparatifleri de açliginizi yaristirmak için birebirdir.,FOOD#QUALITY,positive
Nargilesi de mevcut olan mekan genelde hep doludur.,DRINKS#STYLE_OPTIONS,positive
Kuru fasülye için tercih etmek gerek diye düsünülsede tereyagli pilavi çok daha dogal.,FOOD#QUALITY,positive
Kuru hakikaten lezzetli ama içindeki yagin margarin oldugunu hissediyorum.,FOOD#QUALITY,positive
Bu lezzetlerin yaninda verilen küçük aci biberler bence sofranin favorisi.,FOOD#STYLE_OPTIONS,positive
((( hayal kirikligi - Uzunlar'a ilk gittigimdeki tadi ikinci gidisimde bulamadim...,FOOD#QUALITY,negative
Ilk gittigimde çok lezzetli gelen dürüm 2. gidisimde tam bir fiyaskoydu çok yagli oldugundan yiyemedik arkadaslarla aç kaldik resmen :,FOOD#QUALITY,positive
"((( Mekanin kalabalik olmasindan mi kaynakliydi bu dikkatsizlik anlam veremedim, bu kadar övgü almasina ragmen böyle olumsuz bir durum ilginç geldi.",RESTAURANT#GENERAL,negative
Seyir terasi - Istanbul'u seyretmenin en çok keyif verdigi yerlerden biridir.,AMBIENCE#GENERAL,positive
Manzarasi sakinlestirir ve huzur verir.,AMBIENCE#GENERAL,positive
Personel ilgilidir.,SERVICE#GENERAL,positive
Burada kendinizi kötü hissetmezsiniz ve mutlu ayrilirsiniz.,RESTAURANT#GENERAL,positive
"Lezzetli yemekler, rahat ortam ve uygun fiyatlar.",RESTAURANT#PRICES,positive
Tek sorunu ulaşımı birazcık sıkıntılı.,LOCATION#GENERAL,negative
Özel aracımızla nereden gireceğimizi pek kestiremedik ancak 10 dakikalık bir çaba sonununda mekana ulaştık.,LOCATION#GENERAL,negative
Yemeğin ardından cafe ortamına devam edebilirsiniz.,AMBIENCE#GENERAL,positive
"Aynı zamanda Tavla, okey gibi oyunları da oynayabileceğiniz bölümleri var.",RESTAURANT#GENERAL,positive
Gayet kullanışlı ve uygun.,RESTAURANT#GENERAL,positive
Yazın daha da güzel olan mekan.,RESTAURANT#GENERAL,positive
en sevdıgım big chef şubesi arkadaşlarınızla keyifli zaman geçireceğiniz bu mekan göksunun incisi tekrar gidiceğinizden emin olabilirsiniz,RESTAURANT#GENERAL,positive
Manzaradan kurtaran bir mekan.,AMBIENCE#GENERAL,positive
Pek sevmedim acikcasi.,RESTAURANT#GENERAL,negative
Kofteleri de cok cok mukemmel degil.,FOOD#QUALITY,neutral
Idare eder denilebilir.,RESTAURANT#GENERAL,neutral
Guler yuz yok.,SERVICE#GENERAL,negative
Gurultulu ve aksam saatlerinde oldukca kalabalik oluyor.,AMBIENCE#GENERAL,negative
Oturduğunuz sürece sürekli patlamış mısır getiriyorlar.,SERVICE#GENERAL,positive
Durmazsanız bir saat içinde yaklaşık 10 kase falan yiyebilirsiniz.,FOOD#STYLE_OPTIONS,positive
Ayrıca en son Premier League maçlarını da veriyorlardı.,SERVICE#GENERAL,positive
"Kuru fasulyenin lezzetine diyecek söz yok, fiyatlar da makul sayılır ancak mekan düğün salonundan bozma.",AMBIENCE#GENERAL,negative
En nihayetinde kuru fasulyeci ancak ortam daha zevkli hale getirilebilir.,AMBIENCE#GENERAL,negative
"Mekanin konumu çok muhtesem konsept, hizmet ve ürünler vasat.",FOOD#QUALITY,neutral
- Anadolu hisarinda bir tarafi Göksu Deresi diger tarafi Istanbul Bogazinin akip giden masmavi sulari ama hepsi bu kadar.,LOCATION#GENERAL,positive
Ben farkli zamanlarda gittim ama mekanin kimligi enerjisi bana hitap etmiyor...,RESTAURANT#GENERAL,negative
Mutlaka müdavimleri vardir ama beni çekmiyor.,RESTAURANT#GENERAL,negative
Ama bu mekan iyi bir isletmeci ile söyle iyi bir sekilde elden geçse çok iyi isler çikar buradan...,RESTAURANT#GENERAL,positive
Konum olarak aslinda çok güzel bir yerde.,LOCATION#GENERAL,positive
Belki mekanin üst kisminda otursaydik büyük bir ihtimal manzarada vardir ama biz maalesef otoparkta oturdugumuz için arabadan ve agaçtan bir sey göremedik.,AMBIENCE#GENERAL,negative
Sanirim ramazana özel bir uygulamaydi bu otoparkta masa.,AMBIENCE#GENERAL,neutral
Eger gidecekseniz özellikle mekanin üst katlarinda olmasini isteyin.,AMBIENCE#GENERAL,neutral
Lezzet konusunda da aman aman bir lezzeti yoktu.,FOOD#QUALITY,neutral
Manzarasi için giderim diyorsaniz denenebilir.,AMBIENCE#GENERAL,positive
"Içi gayet sikici, kredi karti geçerli olmayan, çorbayi kase yerine düz tabakta servis eden, personeli asik suratli, etlerin sadece bir parça olarak geldigi ve neden bu kadar meshur oldugunu anlayamadigim gereksiz bir yer.",AMBIENCE#GENERAL,negative
"Son derece kotu servis, anlatilamayacak kadar hizmet sekorunden uzak, baska bir dunyada personel.",SERVICE#GENERAL,negative
Bir kebapci icin olmazsa olmaz olan iyi servis ve guleryuzlu ilgili personeli burda hayal bile etmeyin.,SERVICE#GENERAL,negative
"Servis de personel de koca bir ""0""",SERVICE#GENERAL,negative
servis yavastu .,SERVICE#GENERAL,negative
garson a nie yavas oldugunu sordugumda 500 kisi var normaldir cvbini aldim.,SERVICE#GENERAL,negative
marifet bes yuz kisi almakta degil bunlar :,SERVICE#GENERAL,negative
hizli sunabilmekte...,SERVICE#GENERAL,negative
kesinlikle tercih etmicem bi daha,RESTAURANT#GENERAL,negative
"normal - Pizzalari yeterince ince ama spesifik bir tadi eksik,mekan olarakta cok ozel olmadigindan gidilmesine gerek olmayan bir yer kanimca.",AMBIENCE#GENERAL,negative
Rezalet otesi bir mekan.,RESTAURANT#GENERAL,negative
Cok kaba saba garsonlari ve hizmeti olan dandik bir mekan.,SERVICE#GENERAL,negative
"Manzarasi disinda tirt, sunumu da berbat gercekten.",SERVICE#GENERAL,negative
Tatli yemek istedik kalkin baska yere oturun dedi terbiyesizler.,SERVICE#GENERAL,negative
Tevazuya gerek yok abartı da değil.,RESTAURANT#GENERAL,neutral
İstanbulun en iyi dönerini yapıyorlar.,FOOD#QUALITY,positive
Kaliteli lezzeti zaten biz değerlendiremeyiz.,FOOD#QUALITY,positive
Ancak servis harika 250 kişilik dükkanda herkese yetişiyorlar.,SERVICE#GENERAL,positive
"Dönerin yanındaki patates, salata bile süper.",FOOD#QUALITY,positive
Havuç dilimi tatlı da denenebilir.,FOOD#QUALITY,positive
Tek eksik ayranı kendilerinin yapmaması.,DRINKS#STYLE_OPTIONS,negative
Böyle bir yer için el yapımı ayran şart.,DRINKS#STYLE_OPTIONS,negative
"Mekan çok güzel, menüde 10larca seçenek var ama malesef yemekler lezzetli değil.",FOOD#STYLE_OPTIONS,positive
Tüm puanı mekan hakediyor.,RESTAURANT#GENERAL,negative
Kahve içmek isterseniz güzel bir tercih ama yemek yemek için aynı şeyi söyleyemeyeceğim,FOOD#QUALITY,negative
Büyük porsiyonlar anca bir normal porsiyon olduğunda küçük pizzalari tavsiye edemem.,FOOD#STYLE_OPTIONS,negative
Anca atıştırmalik olur.,FOOD#STYLE_OPTIONS,negative
Ortam olarak baya küçük bir dükkân ve ortaköye uygun.,AMBIENCE#GENERAL,positive
Hamur biraz fazla inceydi ve peynir daha bol olabilir.,FOOD#STYLE_OPTIONS,negative
Domates sosu malesef çok zayif kaldi ve pizzanin seviyesini düşürüyor.,FOOD#STYLE_OPTIONS,negative
Fiyatlar orta ile yüksek arasi.,RESTAURANT#PRICES,negative
"Kendi biralarını çoğunluğun aksine pek beğenmedim, hatta ilk defa bir birayı bitiremedim.",DRINKS#QUALITY,negative
"Biraz boğucu bir mekan, haftasonlari özellikle çok kalabalık oluyor.",AMBIENCE#GENERAL,negative
Kalabalığın içinde hiç beklenmeyecek kadar ferah ve güzel bir mekan.,AMBIENCE#GENERAL,positive
"Bunun dışında, her ne kadar çoğu zaman talebi karşılamasa da sundukları bira menüsü burayı çok çekici kılıyor.",RESTAURANT#GENERAL,negative
Yemekleri de çeşit konusunda çok zengin değil ama lezzetli.,FOOD#STYLE_OPTIONS,negative
"Denediklerimizden, Tavuk Schnitzel mükemmel, Tavuklu Wrap harikaydı!",FOOD#QUALITY,positive
Bir de çeşitli homemade ice tea ve limonataları gerçekten başarılı :,DRINKS#QUALITY,positive
Etleri mezeleri basarili ama porsiyonlar inanilmaz buyuk.,FOOD#QUALITY,positive
3 kisi 2 kisi icin getirdiklerini rahatlikla yiyebilir.,FOOD#STYLE_OPTIONS,neutral
3 gidip 2 kisilik getirin derseniz yiyecekler bu sekilde geliyor ama kisi basina 70tl yaziyorlar cok sacma olmus,FOOD#PRICES,negative
5 çayının ideal adresi karaköy'de dem.,RESTAURANT#GENERAL,positive
50'den fazla çay çeşidi ile damak zevkinizi bi yerde yakalayacağı kesin!,DRINKS#STYLE_OPTIONS,positive
"Benim tavsiyem vanilya aromalı bourban vanilla, tatlı ihtiyacınız içinse damla sakızlı mastika keki.",DRINKS#QUALITY,positive
"Hizmet, ilgi alaka herşey şahane!",SERVICE#GENERAL,positive
iyi ki gittim de yedim dediğim bir şey yok.,FOOD#QUALITY,negative
hatta aynı şeyleri yediğim diğer güllüoğlu şubeleri bence daha taze ve lezzetliydi.,FOOD#QUALITY,negative
oturma yeri de çok yok.,AMBIENCE#GENERAL,negative
bu kadar meşhur olması bana garip geldi açıkçası.,RESTAURANT#GENERAL,negative
Manzara severlere...,AMBIENCE#GENERAL,positive
"- O manzaraya bu yemekler, bu servis olmamis :",AMBIENCE#GENERAL,positive
"(( Üstelik fiyatlarda, yemeklerine nazaran uygun degil.",FOOD#PRICES,negative
Yemekleri için giderseniz memnuniyetsiz ayrilabilirsiniz; ama manzara seviyorsaniz kesin gidilmeli.,AMBIENCE#GENERAL,positive
"Hele de Istanbul hayraniysaniz, iste o zaman hiç tereddüt etmeyin...",AMBIENCE#GENERAL,positive
Kadiköy'de gitmekten zevk aldığım mekanlardan birtanesi.,RESTAURANT#GENERAL,positive
"English pub tarzında dekorasyona sahip, bira çeşitliliği fazla olan tarz bir mekan.",AMBIENCE#GENERAL,positive
"Yemek olarak schinitzel ve burger denedik, biranın yanında iyi gitti.",FOOD#QUALITY,positive
Kış aylarında içeride oturmanızı öneririm dekorasyon ve ortam keyif veriyor...,AMBIENCE#GENERAL,positive
Maç günleri rez.,AMBIENCE#GENERAL,positive
yaptırsanız iyi olur.,AMBIENCE#GENERAL,positive
Dekorasyonu renkleri cok sicak ve sevimli.,AMBIENCE#GENERAL,positive
Ev yemeği yemek isteyenler için ideal bur mekan tek bir şartla ne yiyecegini bilmen lazım çünkü hersey cok lezzetli degil.,FOOD#QUALITY,positive
"Servis yavas, çalışanların birbirleriyle diyaloglarıni da pek sevmedim.",SERVICE#GENERAL,negative
Mekan kalabalık olduğunda stres kontrolu diye bişey kalmiyor sanirim.,SERVICE#GENERAL,negative
İstanbul şubesi çokta güzel değil çaldıkları müzikler hard rock'tan çok popüler olmuş.,AMBIENCE#GENERAL,negative
Aynı konsept servisi güzel ama diğerleriyle kıyaslandığında biraz vadat ve taksim için pahalı,AMBIENCE#GENERAL,negative
Arka bahçesi tüm yorgunluğunu alıyor insanın.,AMBIENCE#GENERAL,positive
Koşuyolunun en iyilerinden kirpi en çok diyet yapanların sevdiği bir mekan çünkü menüsü sağlıklı beslenmeye uygun.,FOOD#STYLE_OPTIONS,positive
Masa yerlesimleri pek guzel degil oturma duzeni olmamis.,AMBIENCE#GENERAL,negative
Yer bulmak da zor oluyor.,SERVICE#GENERAL,negative
Cok cesitli caylar var ancak fiyatlari biraz yuksek.,DRINKS#PRICES,negative
İngiliz cayi istedigimde sut getirmediler gerekce olarak da kotu oldugunh soylediler garson tersledi hatta,SERVICE#GENERAL,negative
Kurufasülye ne kadar değişik olabilir demeyin Bizce Kuru'da yediğim kurufasulyeden gelen hafif şekerli tat beni kendine hayran bıraktı resmen.,FOOD#QUALITY,positive
Tereyağlı pilavları ve tava yoğurdu da çok başarılı.,FOOD#QUALITY,positive
Üzerine bal ve fındık dökülmüş sütlaçları çok cezbedici gözükse de sütlaç tadını alamadım daha çok muhallebi gibiydi.,FOOD#QUALITY,negative
Ayrıca hergun çıkardıkları farklı zeytinyağlı yemekleri de çok başarılı.,FOOD#QUALITY,positive
Fiyatlar ortalamanın biraz ustunde malesef.,RESTAURANT#PRICES,negative
